"meal_item_id","chart_id","chart_name","diet_type","health_condition","goal","day_number","meal_slot","time","dish_id","dish_or_item","quantity","serving_multiplier","calories_kcal","protein_g","carbohydrates_g","fat_g","fiber_g","food_link_status","notes","consultant_approval_required"
"MI001737","DC020","Fatty liver / MASLD — Non-Veg — Weight loss","Non-Veg","Fatty liver / MASLD","Weight loss","5","Mid-Morning","11:00 AM","CLN0005","Papaya Ripe","1 cup","1","64","0.7","16.2","0.4","2.6","linked_to_food_database","No alcohol; minimize sugar-sweetened drinks, refined foods and excess saturated fat; portions support clinician-set weight goal. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI001738","DC020","Fatty liver / MASLD — Non-Veg — Weight loss","Non-Veg","Fatty liver / MASLD","Weight loss","5","Lunch","1:30 PM","IND0010","Phulka","2 pieces","2","248","8.2","41.8","5","5.4","linked_to_food_database","No alcohol; minimize sugar-sweetened drinks, refined foods and excess saturated fat; portions support clinician-set weight goal. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI001739","DC020","Fatty liver / MASLD — Non-Veg — Weight loss","Non-Veg","Fatty liver / MASLD","Weight loss","5","Lunch","1:30 PM","IND0003","Masoor Dal","1 katori","1","194","14.1","34.1","4.2","10.3","linked_to_food_database","No alcohol; minimize sugar-sweetened drinks, refined foods and excess saturated fat; portions support clinician-set weight goal. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI001740","DC020","Fatty liver / MASLD — Non-Veg — Weight loss","Non-Veg","Fatty liver / MASLD","Weight loss","5","Lunch","1:30 PM","IND0141","Bhindi Masala","1 katori","0.8","163.2","5.4","17","7.4","4.7","linked_to_food_database","No alcohol; minimize sugar-sweetened drinks, refined foods and excess saturated fat; portions support clinician-set weight goal. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI001741","DC020","Fatty liver / MASLD — Non-Veg — Weight loss","Non-Veg","Fatty liver / MASLD","Weight loss","5","Evening","5:00 PM","IND0433","Masala Chaas","1 glass","1","175","9.2","14.9","10.6","0.7","linked_to_food_database","No alcohol; minimize sugar-sweetened drinks, refined foods and excess saturated fat; portions support clinician-set weight goal. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI001742","DC020","Fatty liver / MASLD — Non-Veg — Weight loss","Non-Veg","Fatty liver / MASLD","Weight loss","5","Dinner","8:00 PM","IND0256","Chicken Biryani","3/4 serving","0.75","244.5","5.3","37","4.1","1.9","linked_to_food_database","No alcohol; minimize sugar-sweetened drinks, refined foods and excess saturated fat; portions support clinician-set weight goal. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI001743","DC020","Fatty liver / MASLD — Non-Veg — Weight loss","Non-Veg","Fatty liver / MASLD","Weight loss","5","Dinner","8:00 PM","IND0045","Raita Cucumber","1/2 katori","0.5","85.5","3.8","6.7","5.3","0.4","linked_to_food_database","No alcohol; minimize sugar-sweetened drinks, refined foods and excess saturated fat; portions support clinician-set weight goal. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI001744","DC020","Fatty liver / MASLD — Non-Veg — Weight loss","Non-Veg","Fatty liver / MASLD","Weight loss","5","Bedtime","10:00 PM","CLN0001","Plain Water","as desired","1","0","0","0","0","0","linked_to_food_database","No alcohol; minimize sugar-sweetened drinks, refined foods and excess saturated fat; portions support clinician-set weight goal. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI001745","DC020","Fatty liver / MASLD — Non-Veg — Weight loss","Non-Veg","Fatty liver / MASLD","Weight loss","6","Early Morning","6:30 AM","CLN0001","Plain Water","1 glass","1","0","0","0","0","0","linked_to_food_database","No alcohol; minimize sugar-sweetened drinks, refined foods and excess saturated fat; portions support clinician-set weight goal. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI001746","DC020","Fatty liver / MASLD — Non-Veg — Weight loss","Non-Veg","Fatty liver / MASLD","Weight loss","6","Breakfast","8:00 AM","IND1331","Ragi Dosa","1 medium","0.6","217.8","9.2","31.7","6.8","3.7","linked_to_food_database","No alcohol; minimize sugar-sweetened drinks, refined foods and excess saturated fat; portions support clinician-set weight goal. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI001747","DC020","Fatty liver / MASLD — Non-Veg — Weight loss","Non-Veg","Fatty liver / MASLD","Weight loss","6","Breakfast","8:00 AM","IND0088","Sambar","1 katori","0.75","174","9.5","22.9","2.8","6.2","linked_to_food_database","No alcohol; minimize sugar-sweetened drinks, refined foods and excess saturated fat; portions support clinician-set weight goal. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI001748","DC020","Fatty liver / MASLD — Non-Veg — Weight loss","Non-Veg","Fatty liver / MASLD","Weight loss","6","Mid-Morning","11:00 AM","CLN0006","Pear Whole","1 small","1","86","0.6","22.8","0.2","4.7","linked_to_food_database","No alcohol; minimize sugar-sweetened drinks, refined foods and excess saturated fat; portions support clinician-set weight goal. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI001749","DC020","Fatty liver / MASLD — Non-Veg — Weight loss","Non-Veg","Fatty liver / MASLD","Weight loss","6","Lunch","1:30 PM","IND0223","Steamed White Rice","3/4 katori","0.75","252","5.6","40.7","5.4","2.2","linked_to_food_database","No alcohol; minimize sugar-sweetened drinks, refined foods and excess saturated fat; portions support clinician-set weight goal. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI001750","DC020","Fatty liver / MASLD — Non-Veg — Weight loss","Non-Veg","Fatty liver / MASLD","Weight loss","6","Lunch","1:30 PM","IND0006","Mixed Dal","3/4 katori","0.75","150","11.8","24.1","2.7","7.1","linked_to_food_database","No alcohol; minimize sugar-sweetened drinks, refined foods and excess saturated fat; portions support clinician-set weight goal. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI001751","DC020","Fatty liver / MASLD — Non-Veg — Weight loss","Non-Veg","Fatty liver / MASLD","Weight loss","6","Lunch","1:30 PM","IND0183","Cabbage Poriyal","1 katori","0.8","141.6","5.2","21","8.3","5.6","linked_to_food_database","No alcohol; minimize sugar-sweetened drinks, refined foods and excess saturated fat; portions support clinician-set weight goal. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI001752","DC020","Fatty liver / MASLD — Non-Veg — Weight loss","Non-Veg","Fatty liver / MASLD","Weight loss","6","Lunch","1:30 PM","IND0041","Plain Curd","1/2 katori","0.5","89.5","4","7.8","5.8","0.4","linked_to_food_database","No alcohol; minimize sugar-sweetened drinks, refined foods and excess saturated fat; portions support clinician-set weight goal. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI001753","DC020","Fatty liver / MASLD — Non-Veg — Weight loss","Non-Veg","Fatty liver / MASLD","Weight loss","6","Evening","5:00 PM","IND1405","Corn Chaat","1/2 serving","0.5","131.5","3.1","17","6","1.9","linked_to_food_database","No alcohol; minimize sugar-sweetened drinks, refined foods and excess saturated fat; portions support clinician-set weight goal. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI001754","DC020","Fatty liver / MASLD — Non-Veg — Weight loss","Non-Veg","Fatty liver / MASLD","Weight loss","6","Dinner","8:00 PM","IND0073","Tomato Shorba","1 bowl","1","184","7.3","21.9","5.3","5.6","linked_to_food_database","No alcohol; minimize sugar-sweetened drinks, refined foods and excess saturated fat; portions support clinician-set weight goal. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI001755","DC020","Fatty liver / MASLD — Non-Veg — Weight loss","Non-Veg","Fatty liver / MASLD","Weight loss","6","Dinner","8:00 PM","IND1430","Fish Tikka","3/4 serving","0.75","152.3","15.4","7.4","9.8","2","linked_to_food_database","No alcohol; minimize sugar-sweetened drinks, refined foods and excess saturated fat; portions support clinician-set weight goal. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI001756","DC020","Fatty liver / MASLD — Non-Veg — Weight loss","Non-Veg","Fatty liver / MASLD","Weight loss","6","Dinner","8:00 PM","IND0010","Phulka","1 piece","1","124","4.1","20.9","2.5","2.7","linked_to_food_database","No alcohol; minimize sugar-sweetened drinks, refined foods and excess saturated fat; portions support clinician-set weight goal. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI001757","DC020","Fatty liver / MASLD — Non-Veg — Weight loss","Non-Veg","Fatty liver / MASLD","Weight loss","6","Bedtime","10:00 PM","IND0438","Turmeric Milk","1 small cup","0.7","147.7","5.8","9.9","6.9","0.6","linked_to_food_database","No alcohol; minimize sugar-sweetened drinks, refined foods and excess saturated fat; portions support clinician-set weight goal. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI001758","DC020","Fatty liver / MASLD — Non-Veg — Weight loss","Non-Veg","Fatty liver / MASLD","Weight loss","7","Early Morning","6:30 AM","CLN0001","Plain Water","1 glass","1","0","0","0","0","0","linked_to_food_database","No alcohol; minimize sugar-sweetened drinks, refined foods and excess saturated fat; portions support clinician-set weight goal. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI001759","DC020","Fatty liver / MASLD — Non-Veg — Weight loss","Non-Veg","Fatty liver / MASLD","Weight loss","7","Breakfast","8:00 AM","IND0051","Masala Omelette","1 serving","1","182","13.1","5.5","11.2","1","linked_to_food_database","No alcohol; minimize sugar-sweetened drinks, refined foods and excess saturated fat; portions support clinician-set weight goal. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI001760","DC020","Fatty liver / MASLD — Non-Veg — Weight loss","Non-Veg","Fatty liver / MASLD","Weight loss","7","Breakfast","8:00 AM","IND0837","Vegetable Toastie","1/2 serving","0.5","218","8.8","26.4","8.2","3.5","linked_to_food_database","No alcohol; minimize sugar-sweetened drinks, refined foods and excess saturated fat; portions support clinician-set weight goal. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI001761","DC020","Fatty liver / MASLD — Non-Veg — Weight loss","Non-Veg","Fatty liver / MASLD","Weight loss","7","Mid-Morning","11:00 AM","CLN0008","Watermelon","1 bowl","1","60","1.2","15.2","0.3","0.8","linked_to_food_database","No alcohol; minimize sugar-sweetened drinks, refined foods and excess saturated fat; portions support clinician-set weight goal. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI001762","DC020","Fatty liver / MASLD — Non-Veg — Weight loss","Non-Veg","Fatty liver / MASLD","Weight loss","7","Lunch","1:30 PM","IND0249","Masala Khichdi","1 katori","0.8","253.6","5.4","46.6","5","2.5","linked_to_food_database","No alcohol; minimize sugar-sweetened drinks, refined foods and excess saturated fat; portions support clinician-set weight goal. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI001763","DC020","Fatty liver / MASLD — Non-Veg — Weight loss","Non-Veg","Fatty liver / MASLD","Weight loss","7","Lunch","1:30 PM","IND0045","Raita Cucumber","1/2 katori","0.5","85.5","3.8","6.7","5.3","0.4","linked_to_food_database","No alcohol; minimize sugar-sweetened drinks, refined foods and excess saturated fat; portions support clinician-set weight goal. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
